id,title,type,event,event-slug,Date,speakers,slug,url,permalink,slot,time_start,time_end,content,summary
4295,Un Producto Predictivo de la A a la Z,,Data Day 2017,2017,2017-03-08,miguel-escalante,un-producto-predictivo-de-la-a-a-la-z-2,/session/un-producto-predictivo-de-la-a-a-la-z-2/,https://sg.com.mx/dataday/session/un-producto-predictivo-de-la-a-a-la-z-2/,,2017-03-28T13:00:00.000-05:00,2017-03-28T13:40:00.000-05:00,"La Ciencia de Datos no termina cuando logramos tener un modelo predictivo con alto desempeño. La predicción cambia la realidad, y este ""efecto observador"" debe reintroducirse al modelo. Para este efecto la Ciencia de Datos debe apoyarse en la Ingeniería de Datos para completar el ciclo ""observar, predecir, actualizar"" mediante productos de datos que se integren a la cadena de valor.",
4281,Pentaho Data Integration: El ataque del Data Science Pack presentada por Vinkos,,Data Day 2017,2017,2017-03-07,alexandra,sesion-presentada-por-vinkos,/session/sesion-presentada-por-vinkos/,https://sg.com.mx/dataday/session/sesion-presentada-por-vinkos/,,2017-03-28T13:40:00.000-05:00,2017-03-28T14:20:00.000-05:00,"Una demostración del poder de Pentaho para resolver un ciclo analítico completo del científico de datos, utilizando Weka y R.",
4307,Lo que Piensan los Ahorradores Mexicanos,,Data Day 2017,2017,2017-03-08,jose-carlos-mendez-de-la-torre,lo-que-piensan-los-ahorradores-mexicanos,/session/lo-que-piensan-los-ahorradores-mexicanos/,https://sg.com.mx/dataday/session/lo-que-piensan-los-ahorradores-mexicanos/,,2017-03-28T13:40:00.000-05:00,2017-03-28T14:20:00.000-05:00,"Para algunos mexicanos, ahorrar significa guardar lo que queda después de gastar. Este paradigma funciona porque lo que más nos mueve a los mexicanos no es el ahorro improvisado, sino destinarlo para un fin específico. Para averiguar cómo se comportan y qué motiva a los mexicanos a hacerlo, exploramos un conjunto de datos utilizando diferentes técnicas con las que se obtendrá un conocimiento que tenga sentido para el negocio, como minería de datos sobre texto y aprendizaje no supervisado con redes neuronales.",
4286,Inteligencia de Negocios -más que una herramienta de visualización,,Data Day 2017,2017,2017-03-08,miguel-flores,inteligencia-de-negocios-mas-que-una-herramienta-de-visualizacion-2,/session/inteligencia-de-negocios-mas-que-una-herramienta-de-visualizacion-2/,https://sg.com.mx/dataday/session/inteligencia-de-negocios-mas-que-una-herramienta-de-visualizacion-2/,,2017-03-28T15:20:00.000-05:00,2017-03-28T16:00:00.000-05:00,"Hoy las compañías se encuentran en un entorno de competitividad dirigido por la exigencia de ser mejores en todos los sentidos, no solo se trata de aumentar los ingresos, sino de aumentar los beneficios hacia los clientes, de forma que no podríamos dejar de lado ninguna de las áreas que conforman nuestra cadena de valor.
Los procesos, los ingresos, los egresos, los recursos materiales y humanos, las opiniones de nuestros clientes y la información que todo lo anterior genera, son un capital valioso que se puede convertir en la mejor herramienta para enfrentar los retos que representa tomar decisiones acertadas con el contexto de no dejar de considerar nada relevante para nuestro negocio.
Si nos centramos en este pensamiento, descubriremos como la inteligencia de negocios se vuelve no una herramienta tecnológica, sino un componente más de nuestra cadena de valor, dejar de prestarle atención, puede convertirse en un riesgo importante y costoso.",
4294,Medio ambiente construido y su relación con la salud pública,,Data Day 2017,2017,2017-03-08,gabriela-otero,medio-ambiente-construido-y-su-relacion-con-la-salud-publica,/session/medio-ambiente-construido-y-su-relacion-con-la-salud-publica/,https://sg.com.mx/dataday/session/medio-ambiente-construido-y-su-relacion-con-la-salud-publica/,,2017-03-28T16:00:00.000-05:00,2017-03-28T16:40:00.000-05:00,"En México 77% de la población vive en ciudades grandes y medianas. Están creciendo en infraestructura, población y extensión, sin embargo, su planeación no prioriza el promover estilos de vida más saludables. La urbanización representa una oportunidad para los hacedores de políticas públicas para reducir las diferencias de acceso a servicios básicos. Conocer el estado actual y las diferencias dentro de las ciudades permite generar un contexto de necesidades y prioridades que requiere cada comunidad para beneficio de su gente.",
4296,Cyber inteligencia con analítica avanzada presentada por Root,,Data Day 2017,2017,2017-03-08,rodrigo-alonso-pinzon,sesion-presentada-por-root,/session/sesion-presentada-por-root/,https://sg.com.mx/dataday/session/sesion-presentada-por-root/,,2017-03-28T16:40:00.000-05:00,2017-03-28T17:20:00.000-05:00,,
4297,Estadística Bayesiana y Programación Probabilística,,Data Day 2017,2017,2017-03-08,adolfo-martinez,estadistica-bayesiana-y-programacion-probabilistica,/?post_type=session&p=4297,https://sg.com.mx/dataday/?post_type=session&p=4297,,2017-03-28T16:40:00.000-05:00,2017-03-28T17:20:00.000-05:00,"Los métodos de machine learning actuales han tenido un gran impacto en las organizaciones, contestando preguntas específicas y cuidadosamente diseñadas. Esto nos ha llevado a una sobrecertidumbre acerca de sus capacidad para contestar preguntas acerca de la realidad. En contraste, la Estadística Bayesiana, junto con la Programación Probabilística, ponen al alcance métodos para reducir esta sobrecertidumbre; explicando y manteniendo la incertidumbre intrínseca a los procesos que buscan modelar. Además, estos métodos permiten mayor flexibilidad, permitiendo preguntas más generales e incluso estableciendo relaciones causales.",
4299,Visualización de Gatos con Processing/ p5.js,,Data Day 2017,2017,2017-03-08,maru-lango,visualizacion-de-gatos-con-processing-p5-js,/session/visualizacion-de-gatos-con-processing-p5-js/,https://sg.com.mx/dataday/session/visualizacion-de-gatos-con-processing-p5-js/,,2017-03-28T16:40:00.000-05:00,2017-03-28T17:20:00.000-05:00,"""Hacer Data Science"" es la moda hoy. Pero de nada sirven los modelos más avanzados si no hacemos que los datos cuenten una historia. Introduciremos la herramienta Processing para darle voz humana a nuestros datasets y convertirlos en visualizaciones que fusionan arte, comunicación, y sobre todo, contexto.",
4302,Conservando empleos analíticos en México,,Data Day 2017,2017,2017-03-08,antonio-padros,proyectos-de-analitica-avanzada-para-energia-electrica-2,/session/proyectos-de-analitica-avanzada-para-energia-electrica-2/,https://sg.com.mx/dataday/session/proyectos-de-analitica-avanzada-para-energia-electrica-2/,,2017-03-28T17:50:00.000-05:00,2017-03-28T18:30:00.000-05:00,"Las labores analíticas que se limitan a optimizar KPIs numéricamente a partir de datos pueden realizarse en cualquier lugar donde haya internet. La competencia es global. Algunas mejoras que ofrece la economía circular pueden posicionar a las oficinas locales, así como algunos defectos de la minería de datos simplista que pueden agudizarse cuando el análisis es remoto.",
4303,Identificando Bots en el TL de México,,Data Day 2017,2017,2017-03-08,pablo-suarez-serrato,identificando-bots-en-el-tl-de-mexico-2,/session/identificando-bots-en-el-tl-de-mexico-2/,https://sg.com.mx/dataday/session/identificando-bots-en-el-tl-de-mexico-2/,,2017-03-28T17:50:00.000-05:00,2017-03-28T18:30:00.000-05:00,,
4304,Workshop - Infoactivismo + Mates + Software = Cambio social verdadero,,Data Day 2017,2017,2017-03-08,sergio-araiza,infoactivismo-mates-software-cambio-social-verdadero,/session/infoactivismo-mates-software-cambio-social-verdadero/,https://sg.com.mx/dataday/session/infoactivismo-mates-software-cambio-social-verdadero/,,2017-03-28T17:50:00.000-05:00,2017-03-28T19:10:00.000-05:00,"En México la corrupción es la raíz de todos los problemas. Para vencerla no solo hace falta gritar fuerte, sino gritar con inteligencia, y la única manera de hacer esto es mediante el infoactivismo, la combinación de tecnólogía, mates y activismo para crear productos cívicos de datos que realmente incidan en nuestras instituciones. En esta sesión SocialTIC pondrá en la mesa decenas de proyectos en búsqueda de tecnólogos y matemáticos que deseen colaborar con periodistas e infoactivistas y efectuar un verdadero cambio basado en evidencia.",
4372,Rapidminer: La clave para la innovación en la ciencia de los datos presentada por Nasoft,,Data Day 2017,2017,2017-03-13,javier-ramirez,sesion-presentada-por-nasoft,/session/sesion-presentada-por-nasoft/,https://sg.com.mx/dataday/session/sesion-presentada-por-nasoft/,,2017-03-28T17:50:00.000-05:00,2017-03-28T18:30:00.000-05:00,"Rapidminer, la plataforma más potente y colaborativa de análisis para acelerar la creación de la ciencia de datos de alto valor, le ofrece más funciones que cualquier otra solución visual, además de que es abierta y extensible para soportar todas sus necesidades de ciencias de datos.",
4305,¿Innovación en el gobierno?,,Data Day 2017,2017,2017-03-08,jorge-diaz,sesion-presentada-por-presidencia,/session/sesion-presentada-por-presidencia/,https://sg.com.mx/dataday/session/sesion-presentada-por-presidencia/,,2017-03-28T18:30:00.000-05:00,2017-03-28T19:10:00.000-05:00,"Esta ponencia está dirigida a aquellas personas que estén interesadas en aprender más sobre cómo el Gobierno de la República desde la Oficina de la Presidencia ha estado trabajando para mejor aprovechar los datos públicos y las tecnologías de la información para el desarrollo sostenible. Además se presentarán los resultados de Datalab, una iniciativa de la Coordinación de Estrategia Digital Nacional y el Laboratorio Nacional De Políticas Públicas, en el que un grupo de fellows externos trabajaron de la mano de las Secretaría de Gobernación, Salud y Función Pública",
4108,Enterprise Architecture y Data Science: un camino en 2 sentidos,,Data Day 2017,2017,2017-03-07,adolfo-de-unanue,mexico-como-polo-de-analisis-y-ciencia-de-datos,/session/mexico-como-polo-de-analisis-y-ciencia-de-datos/,https://sg.com.mx/dataday/session/mexico-como-polo-de-analisis-y-ciencia-de-datos/,,2017-03-28T9:40:00.000-05:00,2017-03-28T10:20:00.000-05:00,"La arquitectura empresarial, como disciplina que diagnostica las fuerzas y debilidades de una organización, puede servir como guía para dirigir esfuerzos de Ciencia de Datos y encontrar las posibles eficiencias operativas que se pueden ganar. Modelos como el TOGAF o el Open Group proveen una manera de realizar este diagnóstico. En esta charla veremos cómo se relaciona la Ciencia de Datos con la Arquitectura Empresarial, y cómo es crucial conocer la anatomía de la empresa antes de lanzar nuevas líneas de negocio, eficiencias operativas, o toma de decisiones basadas en datos.",
4678,IoT + BI: Cómo resolver la disparidad de velocidad,,Data Day 2018,2018,2018-02-07,miguel-flores,iot-bi-como-resolver-la-disparidad-de-velocidad,/session/iot-bi-como-resolver-la-disparidad-de-velocidad/,https://sg.com.mx/dataday/session/iot-bi-como-resolver-la-disparidad-de-velocidad/,,2018-03-15T10:20:00.000-05:00,2018-03-15T11:00:00.000-05:00,"El Internet de las cosas (IoT) se está convirtiendo en la “navaja suiza de la industria minorista”, con cientos de posibles casos de uso diferentes. De acuerdo con Gene Wojciechowskiantiguo CIO de Walmart.com, ""La tecnología IoT no solo permitirá una mejor visibilidad, sino que también puede ayudar en la prevención de pérdidas y medir el impacto de los factores ambientales, como el calor, en los bienes en movimiento. a través de la cadena de suministro"". El elemento común en todos los casos de uso para IoT son los datos, que se generan a gran volumen y con gran velocidad.

En esta sesión mostraremos cómo la plataforma de Qlik puede ser una solución para enfrentar el reto de analizar datos generados por iniciativas de IoT. Esto facilita agregar valor al análisis a través de implementaciones rápidas y de fácil acceso para hacer de nuestras tomas de decisión un ejercicio de exploración-análisis-acciones empoderando a los usuarios de negocio.","Platicaremos sobre los retos en la velocidad de datos generados por iniciativas de IoT, y como la plataforma Qlik puede ayudar a enfrentarlos."
4574,Data Quality: El abismo cultural de tu proyecto de machine learning,,Data Day 2018,2018,2018-01-23,jesus-ramos,data-quality-el-abismo-cultural-de-tu-proyecto-de-machine-learning,/session/data-quality-el-abismo-cultural-de-tu-proyecto-de-machine-learning,https://sg.com.mx/dataday/?post_type=session&p=4574,,2018-03-15T11:40:00.000-05:00,2018-03-15T12:20:00.000-05:00,"La calidad de los datos es la parte menos sexy de la labor de análisis y ciencia de datos. Sin embargo, es la parte más costosa de los proyectos y que toma más tiempo (aproximadamente el 80% del esfuerzo). En esta charla definimos qué es, establecemos criterios de medición y sus KPIs, ubicamos su lugar en una arquitectura de datos empresarial tipo, y damos recomendaciones y recetas para atender este problema desde la fundación de una cultura de datos de la empresa.",¿Qué es la calidad de datos? ¿Cómo se logra y se mantiene?
4625,Taller: Dplyr + R + Spark = Sparklyr,,Data Day 2018,2018,2018-01-24,edgar-ruiz,taller-impartido-por-rstudio,/session/taller-impartido-por-rstudio/,https://sg.com.mx/dataday/session/taller-impartido-por-rstudio/,,2018-03-15T11:40:00.000-05:00,2018-03-15T13:00:00.000-05:00,"El paquete de R llamado sparklyr facilita el aprendizaje mediante un instalador de Spark que se puede usar dentro de una computadora personal, incluyendo Windows. En este taller los participantes aprenderán a utilizar Spark por medio de R mediante el uso de diferentes técnicas y funciones para transformar datos, crear modelos estadísticos, y programar canales de datos.

Para aquellos que desean realizar las prácticas en vivo durante la sesión, favor de revisar previamente las instrucciones en <a href=""https://github.com/edgararuiz/datadaymx"">https://github.com/edgararuiz/datadaymx</a> y seguirlas para tener lista su computadora y aprovechar al máximo el taller.",Tutorial y workshop de sparklyr para manejo de grandes volúmenes de información sin salir de nuestro querido lenguaje R.
4715,Lectura de comprensión automatizada con Deep Learning,,Data Day 2018,2018,2018-02-16,fernanda-mora-alba,lectura-de-comprension-automatizada-con-deep-learning,/session/lectura-de-comprension-automatizada-con-deep-learning/,https://sg.com.mx/dataday/session/lectura-de-comprension-automatizada-con-deep-learning/,,2018-03-15T11:40:00.000-05:00,2018-03-15T12:20:00.000-05:00,Stanford tiene un dataset de entrenamiento llamado SQuAD para probar modelos de análisis de texto y de comprensión de textos mediante duplas de pregunta-respuesta. Presentaremos modelos de deep learning desarrollados durante un verano de investigación en Carnegie Mellon para lograr responder las preguntas incluídas en el dataset.,Presentaremos modelos de deep learning para comprensión de textos usando el dataset de SQuAD.
4807,Innovación @Amazon,,Data Day 2018,2018,2018-03-12,alejandro-flores,innovacion-amazon,/session/innovacion-amazon/,https://sg.com.mx/dataday/session/innovacion-amazon/,,2018-03-15T11:40:00.000-05:00,2018-03-15T12:20:00.000-05:00,"En esta plática exploraremos el modelo que Amazon utiliza para innovar. Compartiremos como lo ha aplicado en distintos negocios enfocados en diferentes mercados, cuáles son los pilares de su modelo de innovación, y como este modelo está íntimamente ligado a su cultura y procesos de negocio.","Conoce los pilares del modelo de innovación de Amazon, y cómo lo ha aplicado en distintos negocios enfocados en diferentes mercados. "
4578,Optimización del sistema de transporte por medio de aprendizaje por refuerzo,,Data Day 2018,2018,2018-01-23,adolfo-martinez,optimizacion-del-sistema-de-transporte-por-medio-de-aprendizaje-reforzado,/session/optimizacion-del-sistema-de-transporte-por-medio-de-aprendizaje-reforzado/,https://sg.com.mx/dataday/session/optimizacion-del-sistema-de-transporte-por-medio-de-aprendizaje-reforzado/,,2018-03-15T12:20:00.000-05:00,2018-03-15T13:00:00.000-05:00,"El Sistema de Movilidad (SM1) de la Ciudad de México tiene rutas y paradas predefinidas, pero los horarios son controlados por operadores humanos. Los operadores controlan los horarios de salida en base a las condiciones tales como tráfico y condiciones climáticas.

En esta plática mostraremos un sistema construido para recomendar tiempos de salida de manera automática por medio de un modelo de machine learning y un agente de aprendizaje reforzado (reinforcement learning). El modelo provee un mecanismo para simular recorridos, mientras el agente aprende de dichas simulaciones para determinar el mejor momento para enviar a cada camión.",Compartiremos el caso de un sistema para recomendar automáticamente los tiempos de salida de camiones de transporte público por medio de un modelo de machine learning y un agente de aprendizaje reforzado (reinforcement learning)
4722,MongoDB en la transformación digital,,Data Day 2018,2018,2018-02-19,omar-camacho,sesion-presentada-por-mongodb,/session/sesion-presentada-por-mongodb/,https://sg.com.mx/dataday/session/sesion-presentada-por-mongodb/,,2018-03-15T12:20:00.000-05:00,2018-03-15T13:00:00.000-05:00,En esta plática abordaremos algunos retos existentes en la ejecución de iniciativas de transformación digital y de qué manera MongoDB ha apoyado a sus clientes a remediarlos y a innovar de formas que antes no eran posibles.,Repasaremos algunos de los principales retos de las iniciativas transformación digital y cómo MongoDB está apoyando a sus clientes para superarlos.
4547,You might not need Pandas,,Data Day 2018,2018,2018-01-22,reuben-cummings,you-might-not-need-pandas,/session/you-might-not-need-pandas/,https://sg.com.mx/dataday/session/you-might-not-need-pandas/,,2018-03-15T13:00:00.000-05:00,2018-03-15T13:40:00.000-05:00,"Pandas is a great numerical libraries for data analysis. However, this convenience comes at the cost of a complex installation process (usually suggesting that you install anaconda to sidestep the issue), and several megabytes of extra dependencies. In many cases, the extra efficiency provided by pandas isn’t required, and a few lines of utility code can allow you to forgo pandas all together.

Using pure Python code snippets and examples from my data analysis library<a href=""https://github.com/reubano/meza""> meza</a>, this talk will walk you through some of the common tabular data tasks. In the process, I will teach you alternatives to their Pandas counterparts.

By attending, you will learn:
<ul>
 	<li>the areas Pandas excels, and those it doesn’t</li>
 	<li>how to efficiently read various tabular data file formats</li>
 	<li>how transforms and process tabular data</li>
 	<li>how to serialize processed data to disk</li>
</ul>",Learn pure Python alternatives for common data analysis tasks without the pandas library.
4626,"Machine learning usando Weka, en un entorno de cómputo distribuido",,Data Day 2018,2018,2018-01-24,alexandra-lemus,machine-learning-weka,/session/machine-learning-weka/,https://sg.com.mx/dataday/session/machine-learning-weka/,,2018-03-15T13:00:00.000-05:00,2018-03-15T13:40:00.000-05:00,"En esta sesión mostraremos lo sencillo que es implementar algoritmos de machine learning en un entorno de cómputo distribuido por medio de Weka. Weka es una herramienta de software libre para data mining y machine learning, la cual fue desarrollada por la Universidad de Waikato en Nueva Zelanda. Durante la sesión demostraremos casos de uso reales y cómo se implementan con Weka.",Demostración de cómo implementar machine learning distribuido con Weka aplicado a un caso de uso real.
4776,Taller: Análisis de datos con MongoDB,,Data Day 2018,2018,2018-03-01,alejandro-mancilla,taller-analisis-de-datos-con-mongodb,/session/taller-analisis-de-datos-con-mongodb/,https://sg.com.mx/dataday/session/taller-analisis-de-datos-con-mongodb/,,2018-03-15T13:00:00.000-05:00,2018-03-15T14:20:00.000-05:00,"En este taller aprenderás cómo insertar, enriquecer y analizar datos con MongoDB. También veremos cómo usar los datos existentes en MongoDB desde Python y desde una herramienta de BI.",
4587,El camino hacia la empresa inteligente,,Data Day 2018,2018,2018-01-23,arturo-cardenas,el-camino-hacia-la-empresa-inteligente,/session/el-camino-hacia-la-empresa-inteligente/,https://sg.com.mx/dataday/session/el-camino-hacia-la-empresa-inteligente/,,2018-03-15T13:40:00.000-05:00,2018-03-15T14:20:00.000-05:00,"En esta charla conversaremos sobre cómo los grandes volúmenes de datos ayudan a dirigir las estrategias de las empresas, y cómo desde la alta dirección se deben arropar estas iniciativas para que resulten en cambios culturales duraderos y no solo en proyectos tecnológicos a medio cocinar.",Cómo organizar y arropar iniciativas de datos desde la alta dirección para que generen valor sustentable.
4598,Cuando la tierra se sacude,,Data Day 2018,2018,2018-01-23,amaury-gutierrez,cuando-la-tierra-se-sacude,/session/cuando-la-tierra-se-sacude/,https://sg.com.mx/dataday/session/cuando-la-tierra-se-sacude/,,2018-03-15T13:40:00.000-05:00,2018-03-15T14:20:00.000-05:00,"La colaboración masiva demostró ser un recurso fundamental para afrontar las secuelas que provocó el sismo del 19 de septiembre de 2017 en la Ciudad de México. El uso de las redes sociales permitió la comunicación entre las labores de rescate, logística y la sociedad civil. Se aprendieron lecciones sobre los alcances y las limitaciones de esta asociación. Sin embargo, ¿qué pasa cuando no existen las condiciones ni la infraestructura tecnológica propias de las grandes urbes?

En esta plática se hablará de un proyecto que explora otras posibilidades del uso de tecnologías actuales cuando la situación en la que el desastre natural ocurre es distinta. Tomando como objeto de estudio imágenes capturadas por drones durante los días posteriores al sismo del 7 de septiembre de 2017 en pueblos del estado de Oaxaca, se propone un proceso de análisis que permite detectar zonas dañadas de manera automatizada. Para esto, se aplican técnicas que permiten el uso de modelos que han sido entrenados previamente en infraestructuras gigantescas, ajustandolos a nuestro problema en particular. Esto reduce la cantidad de recursos tanto en tiempo como en infraestructura necesarios para obtener resultados con alta exactitud. En el futuro, esto permitirá canalizar los esfuerzos de apoyo de manera más ágil y eficiente.",Se propone un proceso de análisis de imágenes obtenidas por drones para identificar de forma automatizada zonas de rescate en comunidades rurales que requieren atención después de un sismo.
4559,"Grandes poderes, grandes responsabilidades",,Data Day 2018,2018,2018-01-23,antonio-padros,grandes-poderes-grandes-responsabilidades,/session/grandes-poderes-grandes-responsabilidades/,https://sg.com.mx/dataday/session/grandes-poderes-grandes-responsabilidades/,,2018-03-15T15:20:00.000-05:00,2018-03-15T16:00:00.000-05:00,"La analítica de datos se ha convertido en la nueva forma de convencer a las personas y empresas, y por lo tanto la nueva forma en que discutimos. Esto lleva a personas con formación técnica a desempeñarse en ámbitos que no le son familiares, ya que tradicionalmente pertenecen a los abogados, reporteros e investigadores.

En esta plática veremos cómo podemos aprender de sus métodos para complementar los nuestros y poder llegar más lejos en nuestras iniciativas de analítica.

&nbsp;","Aprendamos de los reporteros, abogados y detectives para hacer mejor análisis de datos."
